"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","Deve validar que a estrutura de testes está funcionando","chromium","2026-09-15","passed","2026-09-15","Health Check do Playwright","example.spec.ts","",""
